id,title,authors,categories,published_date,publisher,average_rating,ratings_count,page_count,description,thumbnail,info_link,preview_link
i99ADgAAQBAJ,Zhuangzi and Early Chinese Philosophy,Steve Coutinho,Religion,2017-03-02,Routledge,,,174,"The Daoist philosopher Zhuangzi (also known as Chuang Tzu), along with Confucius, Lao Tzu, and the Buddha, ranks among the most influential thinkers in the development of East Asian thought. His literary style is humorous and entertaining, yet the philosophical content is extraordinarily subtle and profound. This book introduces key topics in early Daoist philosophy. Drawing on several issues and methods in Western philosophy, from analytical philosophy to semiotics and hermeneutics, the author throws new light on the ancient Zhuangzi text. Engaging Daoism and contemporary Western philosophical logic, and drawing on new developments in our understanding of early Chinese culture, Coutinho challenges the interpretation of Zhuangzi as either a skeptic or a relativist, and instead seeks to explore his philosophy as emphasizing the ineradicable vagueness of language, thought and reality. This new interpretation of the Zhuangzi offers an important development in the understanding of Daoist philosophy, describing a world in flux in which things themselves are vague and inconsistent, and tries to show us a Way (a Dao) to negotiate through the shadows of a ""chaotic"" world.",http://books.google.com/books/content?id=i99ADgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=i99ADgAAQBAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=i99ADgAAQBAJ&dq=philosophy&hl=&cd=182&source=gbs_api
yoY6rgEACAAJ,Philosophy and the End of Sacrifice,"Peter Jackson, Anna-Pya Sjödin",History,2016,Equinox Publishing (UK),,,0,"This volume addresses the means and ends of sacrificial speculation by inviting a selected group of specialist in the fields of philosophy, history of religions, and indology to examine philosophical modes of sacrificial speculation -- especially in Ancient India and Greece -- and consider the commonalities of their historical raison d'être. Scholars have long observed, yet without presenting any transcultural grand theory on the matter, that sacrifice seems to end with (or even continue as) philosophy in both Ancient India and Greece. How are we to understand this important transformation that so profoundly changed the way we think of religion (and philosophy as opposed to religion) today? Some of the complex topics inviting closer examination in this regard are the interiorisation of ritual, ascetism and self-sacrifice, sacrifice and cosmogony, the figure of the philosopher-sage, transformations and technologies of the self, analogical reasoning, the philosophy of ritual, vegetarianism, and metempsychosis.",http://books.google.com/books/content?id=yoY6rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=yoY6rgEACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=yoY6rgEACAAJ&dq=philosophy&hl=&cd=183&source=gbs_api
3cituAAACAAJ,Philosophy of Mind,Tim Bayne,Philosophy,2021-11-16,Routledge,,,400,"Developments in the philosophy of mind over the last 20 years have dramatically changed the nature of the subject. In this major new introduction, Tim Bayne presents an outstanding overview of many of the key topics, problems, and debates, taking account not only of changes in philosophy of mind itself but also of important developments in the scientific study of the mind. The following topics are discussed in depth: What distinguishes a physicalist conception of the mind? Behaviourism, the identity theory, functionalism, and eliminativism as accounts of the mental The nature of perception, including the issue of perceptual transparency, the admissible contents of perception, and the question of unconscious perception The nature of thought, including the language of thought hypothesis, Searle's Chinese room argument, and the Turing test The basis of intentional content Externalist accounts of content and the 'extended mind' thesis Consciousness-based objections to physicalism, and illusionist and panpsychist conceptions of consciousness Theories of consciousness, including methodological issues in the study of consciousness Mental causation, including both philosophical and scientific challenges The problem(s) of other minds, including knowledge of non-human minds Self-knowledge Personal identity and the nature of the self The book features a number of boxes that provide a more in-depth look at particular issues. Also included are chapter summaries, guides to further reading, and a helpful glossary of terms. Written by a leading figure in the field, Philosophy of Mind: An Introduction is an invaluable core text for any student coming to philosophy of mind for the first time.",http://books.google.com/books/content?id=3cituAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=3cituAAACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=3cituAAACAAJ&dq=philosophy&hl=&cd=184&source=gbs_api
V5FGAQAAMAAJ,Annual Catalogue of the University of Kansas,University of Kansas,Universities and colleges,1917,,,,932,,http://books.google.com/books/content?id=V5FGAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=V5FGAQAAMAAJ&source=gbs_api,http://books.google.com/books?id=V5FGAQAAMAAJ&pg=RA1-PA157&dq=philosophy&hl=&cd=185&source=gbs_api
Zk40AQAAMAAJ,Chambers's Encyclopaedia,Unknown,Encyclopedias and dictionaries,1892,,,,916,,http://books.google.com/books/content?id=Zk40AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=Zk40AQAAMAAJ&source=gbs_api,http://books.google.com/books?id=Zk40AQAAMAAJ&pg=PA129&dq=philosophy&hl=&cd=186&source=gbs_api
5TJYAAAAMAAJ,Muslim Social Philosophy,M. Basharat Ali,Islam and social problems,1967,,,,220,,http://books.google.com/books/content?id=5TJYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=5TJYAAAAMAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=5TJYAAAAMAAJ&q=philosophy&dq=philosophy&hl=&cd=187&source=gbs_api
iYMunjZBDPEC,Boston Studies in the Philosophy of Science,Lester Embree,Archaeology,1992,,,,350,,http://books.google.com/books/content?id=iYMunjZBDPEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=iYMunjZBDPEC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=iYMunjZBDPEC&q=philosophy&dq=philosophy&hl=&cd=188&source=gbs_api
ywF1jiTQu-MC,A Short History of Chinese Philosophy,Yu-lan Fêng,Uncategorized,2023,,,,400,,http://books.google.com/books/content?id=ywF1jiTQu-MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ywF1jiTQu-MC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=ywF1jiTQu-MC&q=philosophy&dq=philosophy&hl=&cd=189&source=gbs_api
Bh5DSwAACAAJ,Personal Knowledge,Michael Polanyi,"Knowledge, Theory of",1969,,,,428,,,http://books.google.com/books?id=Bh5DSwAACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=Bh5DSwAACAAJ&dq=philosophy&hl=&cd=190&source=gbs_api
s6W-WeLvMh8C,"The Philosophy of the Commentators, 200-600 AD: Logic and metaphysics",Richard Sorabji,Philosophy,2005,Cornell University Press,,,422,The third volume of this invaluable sourcebook covers three main subject areas: the metaphysics of Aristotle's logical works; logic; and the higher metaphysics of Neoplatonism.,http://books.google.com/books/content?id=s6W-WeLvMh8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=s6W-WeLvMh8C&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=s6W-WeLvMh8C&printsec=frontcover&dq=philosophy&hl=&cd=191&source=gbs_api
oUslQQAACAAJ,Critique of Pure Reason,Immanuel Kant,Philosophy,1990,Great Books in Philosophy,,,0,Kant seeks to define the nature of reason itself and builds his own unique system of philosophical thought with an approach known as transcendental idealism.,http://books.google.com/books/content?id=oUslQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=oUslQQAACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=oUslQQAACAAJ&dq=philosophy&hl=&cd=192&source=gbs_api
4kF-AAAAMAAJ,Contemporary British Philosophy,Hywel D. Lewis,Philosophy,1924,,,,440,,http://books.google.com/books/content?id=4kF-AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=4kF-AAAAMAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=4kF-AAAAMAAJ&q=philosophy&dq=philosophy&hl=&cd=193&source=gbs_api
sZhWAAAAMAAJ,The Social Philosophy of Sri Aurobindo,Ram Nath Sharma,History,1980,Delhi : Vineet,,,262,"On the Indian philosopher Aurobindo Ghose, 1872-1950.",http://books.google.com/books/content?id=sZhWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=sZhWAAAAMAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=sZhWAAAAMAAJ&q=philosophy&dq=philosophy&hl=&cd=194&source=gbs_api
jMXEEzmGIxUC,The Philosophy of Wittgenstein,John V. Canfield,Uncategorized,1986,,,,360,,http://books.google.com/books/content?id=jMXEEzmGIxUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=jMXEEzmGIxUC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=jMXEEzmGIxUC&q=philosophy&dq=philosophy&hl=&cd=195&source=gbs_api
EsE9AQAAMAAJ,"Register of Doctors of Philosophy of the University of Chicago, June 1893-December 1921",University of Chicago,"Dissertations, Academic",1922,Rarebooksclub.com,,,104,"This historic book may have numerous typos and missing text. Purchasers can usually download a free scanned copy of the original book (without typos) from the publisher. Not indexed. Not illustrated. 1922 edition. Excerpt: ...in Hyper-Space. THEoPHIL HENRY HILDEBRANT, Associate Professor of Mathematics, University of Michigan, Ann Arbor, Mich. A Contribution to the Foundations of Frechet's Calcul Fonctionnel. EGBERT J. MILEs, Assistant Professor of Mathematics, Yale University, New Haven, Conn. The Absolute Minimum of a Definite Integral in a Special Field. ANNA JoHNsoN PELL, Associate Professor of Mathematics, Bryn Mawr College, Bryn Mawr, Pa. I. Biorthogonal Systems of Functions..Theory of Integral Equations. ARTHUR DUNN PITCHER, Professor and Head of the Department of Mathematics, Western Reserve University, Cleveland, Ohio. The Interrelation of Eight Fundamental Properties of Classes of Functions. MARIoN BALLANTYNE WHITE, Associate Professor of Mathematics, and Dean of Women, Carleton College, Northfield, Minn. The Dependence of the Focal Point on Curvature in Space Problems of the Calculus of Variations. LLoYD LYNE DINEs, Professor of Mathematics, University of Saskatche-wan, Saskatoon, Canada. The Highest Common Factor of a System of Polynomials, with an Application to Implicit Functions. THEoDoRI-1 LINDoUIsT, Professor and Head of the Department of Mathe-matics, State Normal School, Emporia, Kan. Mathematics for Freshman Students of Engineering. RALPH EUGENE RooT, Professor of Mathematics, Graduate School, U.S. Naval Academy, Annapolis, Md. Iterated Limits in General Analysis. ALBERT HARR1s WILsoN, Associate Professor of Mathematics, Haverford College, Haverford, Pa. The Canonical Types of Nets of Quadratic Forms in the Galois Field of Order p."" EDwARD WILsoN CHI'I'I'ENDEN, Associate Professor of Mathematics, State University of Iowa, Iowa City, Iowa.. Infinite Developments and the Composition Property (KHBI), in General Analysis....""",http://books.google.com/books/content?id=EsE9AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=EsE9AQAAMAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=EsE9AQAAMAAJ&q=philosophy&dq=philosophy&hl=&cd=196&source=gbs_api
t44fAAAAMAAJ,Hegel and the Natural Religion of Modern Philosophy,Thomas Vance Yates,Natural theology,1975,,,,430,,http://books.google.com/books/content?id=t44fAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=t44fAAAAMAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=t44fAAAAMAAJ&q=philosophy&dq=philosophy&hl=&cd=197&source=gbs_api
